index,o3_sub_index,no2_one_hour_max,o3_eight_hour_max,psi_twenty_four_hourly,pm10_twenty_four_hourly,pm10_sub_index,pm25_twenty_four_hourly,pm25_sub_index,psi_three_hourly,so2_sub_index,so2_twenty_four_hourly,co_eight_hour_max,co_sub_index,date
1145,"{'west': 12, 'national': 18, 'east': 11, 'central': 18, 'south': 16, 'north': 16}","{'west': 18, 'national': 22, 'east': 17, 'central': 11, 'south': 22, 'north': 7}","{'west': 29, 'national': 43, 'east': 26, 'central': 43, 'south': 39, 'north': 39}","{'west': 38, 'national': 51, 'east': 51, 'central': 45, 'south': 39, 'north': 39}","{'west': 29, 'national': 35, 'east': 29, 'central': 25, 'south': 35, 'north': 18}","{'west': 29, 'national': 35, 'east': 29, 'central': 25, 'south': 35, 'north': 18}","{'west': 9, 'national': 13, 'east': 13, 'central': 11, 'south': 9, 'north': 9}","{'west': 38, 'national': 51, 'east': 51, 'central': 45, 'south': 39, 'north': 39}",,"{'west': 3, 'national': 3, 'east': 1, 'central': 2, 'south': 1, 'north': 3}","{'west': 5, 'national': 5, 'east': 2, 'central': 3, 'south': 2, 'north': 4}","{'west': 0.4, 'national': 0.5, 'east': 0.41, 'central': 0.42, 'south': 0.5, 'north': 0.42}","{'west': 4, 'national': 5, 'east': 4, 'central': 4, 'south': 5, 'north': 4}",2020-02-20
1146,"{'west': 12, 'national': 16, 'east': 15, 'central': 16, 'south': 14, 'north': 15}","{'west': 16, 'national': 19, 'east': 6, 'central': 12, 'south': 19, 'north': 6}","{'west': 29, 'national': 38, 'east': 35, 'central': 38, 'south': 33, 'north': 34}","{'west': 27, 'national': 44, 'east': 44, 'central': 44, 'south': 38, 'north': 36}","{'west': 24, 'national': 29, 'east': 29, 'central': 24, 'south': 26, 'north': 17}","{'west': 24, 'national': 29, 'east': 29, 'central': 24, 'south': 26, 'north': 17}","{'west': 6, 'national': 11, 'east': 11, 'central': 10, 'south': 9, 'north': 9}","{'west': 27, 'national': 44, 'east': 44, 'central': 44, 'south': 38, 'north': 36}",,"{'west': 3, 'national': 3, 'east': 1, 'central': 2, 'south': 1, 'north': 3}","{'west': 4, 'national': 4, 'east': 2, 'central': 3, 'south': 2, 'north': 4}","{'west': 0.43, 'national': 0.48, 'east': 0.22, 'central': 0.45, 'south': 0.48, 'north': 0.46}","{'west': 4, 'national': 5, 'east': 2, 'central': 5, 'south': 5, 'north': 5}",2020-02-21
1147,"{'west': 14, 'national': 20, 'east': 5, 'central': 20, 'south': 16, 'north': 17}","{'west': 12, 'national': 18, 'east': 11, 'central': 12, 'south': 18, 'north': 6}","{'west': 32, 'national': 46, 'east': 11, 'central': 46, 'south': 39, 'north': 39}","{'west': 42, 'national': 54, 'east': 54, 'central': 45, 'south': 41, 'north': 41}","{'west': 34, 'national': 38, 'east': 35, 'central': 28, 'south': 38, 'north': 19}","{'west': 34, 'national': 38, 'east': 35, 'central': 28, 'south': 38, 'north': 19}","{'west': 10, 'national': 15, 'east': 15, 'central': 11, 'south': 10, 'north': 10}","{'west': 42, 'national': 54, 'east': 54, 'central': 45, 'south': 41, 'north': 41}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 2, 'north': 3}","{'west': 5, 'national': 5, 'east': 3, 'central': 4, 'south': 4, 'north': 4}","{'west': 0.4, 'national': 0.46, 'east': 0.19, 'central': 0.43, 'south': 0.46, 'north': 0.41}","{'west': 4, 'national': 5, 'east': 2, 'central': 4, 'south': 5, 'north': 4}",2020-02-22
1148,"{'west': 12, 'national': 19, 'east': 5, 'central': 19, 'south': 17, 'north': 16}","{'west': 11, 'national': 14, 'east': 9, 'central': 10, 'south': 14, 'north': 4}","{'west': 29, 'national': 45, 'east': 11, 'central': 45, 'south': 41, 'north': 37}","{'west': 41, 'national': 56, 'east': 56, 'central': 46, 'south': 45, 'north': 39}","{'west': 32, 'national': 38, 'east': 33, 'central': 27, 'south': 38, 'north': 19}","{'west': 32, 'national': 38, 'east': 33, 'central': 27, 'south': 38, 'north': 19}","{'west': 10, 'national': 17, 'east': 17, 'central': 11, 'south': 11, 'north': 9}","{'west': 41, 'national': 56, 'east': 56, 'central': 46, 'south': 45, 'north': 39}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 2, 'north': 3}","{'west': 5, 'national': 5, 'east': 3, 'central': 4, 'south': 4, 'north': 4}","{'west': 0.42, 'national': 0.55, 'east': 0.55, 'central': 0.43, 'south': 0.44, 'north': 0.41}","{'west': 4, 'national': 6, 'east': 6, 'central': 4, 'south': 4, 'north': 4}",2020-02-23
1149,"{'west': 13, 'national': 16, 'east': 4, 'central': 16, 'south': 14, 'north': 15}","{'west': 3, 'national': 20, 'east': 13, 'central': 17, 'south': 20, 'north': 5}","{'west': 30, 'national': 37, 'east': 10, 'central': 37, 'south': 34, 'north': 37}","{'west': 43, 'national': 51, 'east': 51, 'central': 47, 'south': 46, 'north': 42}","{'west': 31, 'national': 33, 'east': 29, 'central': 26, 'south': 33, 'north': 21}","{'west': 31, 'national': 33, 'east': 29, 'central': 26, 'south': 33, 'north': 21}","{'west': 10, 'national': 12, 'east': 12, 'central': 11, 'south': 11, 'north': 10}","{'west': 43, 'national': 51, 'east': 51, 'central': 47, 'south': 46, 'north': 42}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 2, 'north': 3}","{'west': 5, 'national': 5, 'east': 3, 'central': 4, 'south': 4, 'north': 4}","{'west': 0.48, 'national': 0.57, 'east': 0.51, 'central': 0.34, 'south': 0.57, 'north': 0.45}","{'west': 5, 'national': 6, 'east': 5, 'central': 3, 'south': 6, 'north': 4}",2020-02-24
1150,"{'west': 13, 'national': 17, 'east': 4, 'central': 17, 'south': 15, 'north': 14}","{'west': 2, 'national': 23, 'east': 11, 'central': 17, 'south': 23, 'north': 7}","{'west': 30, 'national': 41, 'east': 10, 'central': 41, 'south': 35, 'north': 34}","{'west': 46, 'national': 53, 'east': 53, 'central': 52, 'south': 51, 'north': 41}","{'west': 38, 'national': 42, 'east': 35, 'central': 31, 'south': 42, 'north': 21}","{'west': 38, 'national': 42, 'east': 35, 'central': 31, 'south': 42, 'north': 21}","{'west': 11, 'national': 14, 'east': 14, 'central': 13, 'south': 12, 'north': 10}","{'west': 46, 'national': 53, 'east': 53, 'central': 52, 'south': 51, 'north': 41}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 2, 'north': 3}","{'west': 5, 'national': 5, 'east': 3, 'central': 4, 'south': 4, 'north': 4}","{'west': 0.46, 'national': 0.57, 'east': 0.47, 'central': 0.32, 'south': 0.57, 'north': 0.42}","{'west': 5, 'national': 6, 'east': 5, 'central': 3, 'south': 6, 'north': 4}",2020-02-25
1151,"{'west': 10, 'national': 16, 'east': 10, 'central': 16, 'south': 14, 'north': 12}","{'west': 8, 'national': 14, 'east': 12, 'central': 11, 'south': 14, 'north': 9}","{'west': 25, 'national': 38, 'east': 24, 'central': 38, 'south': 32, 'north': 28}","{'west': 45, 'national': 51, 'east': 51, 'central': 48, 'south': 40, 'north': 38}","{'west': 28, 'national': 32, 'east': 28, 'central': 26, 'south': 32, 'north': 18}","{'west': 28, 'national': 32, 'east': 28, 'central': 26, 'south': 32, 'north': 18}","{'west': 11, 'national': 12, 'east': 12, 'central': 11, 'south': 9, 'north': 9}","{'west': 45, 'national': 51, 'east': 51, 'central': 48, 'south': 40, 'north': 38}",,"{'west': 2, 'national': 3, 'east': 2, 'central': 2, 'south': 2, 'north': 3}","{'west': 4, 'national': 4, 'east': 3, 'central': 4, 'south': 4, 'north': 4}","{'west': 0.46, 'national': 0.56, 'east': 0.46, 'central': 0.31, 'south': 0.56, 'north': 0.42}","{'west': 5, 'national': 6, 'east': 5, 'central': 3, 'south': 6, 'north': 4}",2020-02-26
1152,"{'west': 12, 'national': 16, 'east': 10, 'central': 14, 'south': 16, 'north': 14}","{'west': 12, 'national': 30, 'east': 13, 'central': 30, 'south': 15, 'north': 7}","{'west': 28, 'national': 38, 'east': 24, 'central': 33, 'south': 38, 'north': 34}","{'west': 34, 'national': 48, 'east': 47, 'central': 40, 'south': 39, 'north': 48}","{'west': 25, 'national': 32, 'east': 25, 'central': 22, 'south': 29, 'north': 32}","{'west': 25, 'national': 32, 'east': 25, 'central': 22, 'south': 29, 'north': 32}","{'west': 8, 'national': 11, 'east': 11, 'central': 10, 'south': 9, 'north': 11}","{'west': 34, 'national': 48, 'east': 47, 'central': 40, 'south': 39, 'north': 48}",,"{'west': 2, 'national': 3, 'east': 2, 'central': 2, 'south': 2, 'north': 3}","{'west': 4, 'national': 4, 'east': 3, 'central': 4, 'south': 4, 'north': 4}","{'west': 0.42, 'national': 0.56, 'east': 0.47, 'central': 0.31, 'south': 0.56, 'north': 0.43}","{'west': 4, 'national': 6, 'east': 5, 'central': 3, 'south': 6, 'north': 4}",2020-02-27
1153,"{'west': 12, 'national': 16, 'east': 4, 'central': 16, 'south': 13, 'north': 14}","{'west': 9, 'national': 35, 'east': 10, 'central': 35, 'south': 17, 'north': 6}","{'west': 28, 'national': 38, 'east': 9, 'central': 38, 'south': 32, 'north': 32}","{'west': 36, 'national': 54, 'east': 43, 'central': 54, 'south': 45, 'north': 35}","{'west': 28, 'national': 38, 'east': 25, 'central': 27, 'south': 38, 'north': 16}","{'west': 28, 'national': 38, 'east': 25, 'central': 27, 'south': 38, 'north': 16}","{'west': 9, 'national': 14, 'east': 10, 'central': 14, 'south': 11, 'north': 8}","{'west': 36, 'national': 54, 'east': 43, 'central': 54, 'south': 45, 'north': 35}",,"{'west': 3, 'national': 3, 'east': 1, 'central': 2, 'south': 2, 'north': 3}","{'west': 6, 'national': 6, 'east': 2, 'central': 4, 'south': 4, 'north': 4}","{'west': 0.42, 'national': 0.65, 'east': 0.56, 'central': 0.39, 'south': 0.65, 'north': 0.45}","{'west': 4, 'national': 7, 'east': 6, 'central': 4, 'south': 7, 'north': 4}",2020-02-28
1154,"{'west': 16, 'national': 19, 'east': 5, 'central': 19, 'south': 19, 'north': 18}","{'west': 8, 'national': 34, 'east': 10, 'central': 22, 'south': 34, 'north': 10}","{'west': 38, 'national': 45, 'east': 13, 'central': 45, 'south': 45, 'north': 42}","{'west': 44, 'national': 52, 'east': 51, 'central': 51, 'south': 52, 'north': 39}","{'west': 31, 'national': 36, 'east': 28, 'central': 26, 'south': 36, 'north': 19}","{'west': 31, 'national': 36, 'east': 28, 'central': 26, 'south': 36, 'north': 19}","{'west': 10, 'national': 13, 'east': 12, 'central': 12, 'south': 13, 'north': 9}","{'west': 44, 'national': 52, 'east': 51, 'central': 51, 'south': 52, 'north': 39}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 3, 'north': 3}","{'west': 5, 'national': 5, 'east': 2, 'central': 4, 'south': 4, 'north': 5}","{'west': 0.48, 'national': 0.65, 'east': 0.58, 'central': 0.33, 'south': 0.65, 'north': 0.44}","{'west': 5, 'national': 7, 'east': 6, 'central': 3, 'south': 7, 'north': 4}",2020-02-29
1155,"{'west': 12, 'national': 17, 'east': 5, 'central': 17, 'south': 16, 'north': 15}","{'west': 8, 'national': 17, 'east': 9, 'central': 12, 'south': 17, 'north': 9}","{'west': 29, 'national': 41, 'east': 11, 'central': 41, 'south': 38, 'north': 34}","{'west': 42, 'national': 51, 'east': 51, 'central': 46, 'south': 42, 'north': 35}","{'west': 26, 'national': 30, 'east': 26, 'central': 21, 'south': 30, 'north': 17}","{'west': 26, 'national': 30, 'east': 26, 'central': 21, 'south': 30, 'north': 17}","{'west': 10, 'national': 12, 'east': 12, 'central': 11, 'south': 10, 'north': 8}","{'west': 42, 'national': 51, 'east': 51, 'central': 46, 'south': 42, 'north': 35}",,"{'west': 4, 'national': 4, 'east': 2, 'central': 2, 'south': 3, 'north': 3}","{'west': 6, 'national': 6, 'east': 3, 'central': 4, 'south': 5, 'north': 5}","{'west': 0.44, 'national': 0.63, 'east': 0.56, 'central': 0.31, 'south': 0.63, 'north': 0.43}","{'west': 4, 'national': 6, 'east': 6, 'central': 3, 'south': 6, 'north': 4}",2020-03-01
1156,"{'west': 12, 'national': 18, 'east': 10, 'central': 18, 'south': 14, 'north': 13}","{'west': 12, 'national': 20, 'east': 12, 'central': 20, 'south': 18, 'north': 7}","{'west': 28, 'national': 42, 'east': 23, 'central': 42, 'south': 33, 'north': 30}","{'west': 33, 'national': 37, 'east': 37, 'central': 33, 'south': 33, 'north': 27}","{'west': 23, 'national': 24, 'east': 20, 'central': 18, 'south': 24, 'north': 15}","{'west': 23, 'national': 24, 'east': 20, 'central': 18, 'south': 24, 'north': 15}","{'west': 8, 'national': 9, 'east': 9, 'central': 8, 'south': 8, 'north': 7}","{'west': 33, 'national': 37, 'east': 37, 'central': 33, 'south': 33, 'north': 27}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 3, 'north': 3}","{'west': 5, 'national': 5, 'east': 3, 'central': 4, 'south': 4, 'north': 5}","{'west': 0.48, 'national': 0.55, 'east': 0.55, 'central': 0.32, 'south': 0.38, 'north': 0.42}","{'west': 5, 'national': 5, 'east': 5, 'central': 3, 'south': 4, 'north': 4}",2020-03-02
1157,"{'west': 10, 'national': 15, 'east': 12, 'central': 15, 'south': 13, 'north': 13}","{'west': 14, 'national': 24, 'east': 12, 'central': 24, 'south': 13, 'north': 9}","{'west': 25, 'national': 37, 'east': 28, 'central': 37, 'south': 32, 'north': 30}","{'west': 37, 'national': 44, 'east': 44, 'central': 41, 'south': 35, 'north': 30}","{'west': 22, 'national': 23, 'east': 22, 'central': 21, 'south': 23, 'north': 15}","{'west': 22, 'national': 23, 'east': 22, 'central': 21, 'south': 23, 'north': 15}","{'west': 9, 'national': 11, 'east': 11, 'central': 10, 'south': 8, 'north': 7}","{'west': 37, 'national': 44, 'east': 44, 'central': 41, 'south': 35, 'north': 30}",,"{'west': 3, 'national': 3, 'east': 2, 'central': 2, 'south': 3, 'north': 2}","{'west': 5, 'national': 5, 'east': 3, 'central': 4, 'south': 4, 'north': 3}","{'west': 0.49, 'national': 0.77, 'east': 0.77, 'central': 0.34, 'south': 0.39, 'north': 0.46}","{'west': 5, 'national': 8, 'east': 8, 'central': 3, 'south': 4, 'north': 5}",2020-03-03
1158,"{'west': 15, 'national': 23, 'east': 13, 'central': 21, 'south': 23, 'north': 13}","{'west': 66, 'national': 66, 'east': 10, 'central': 21, 'south': 17, 'north': 7}","{'west': 35, 'national': 54, 'east': 30, 'central': 49, 'south': 54, 'north': 32}","{'west': 37, 'national': 52, 'east': 43, 'central': 52, 'south': 39, 'north': 30}","{'west': 28, 'national': 28, 'east': 22, 'central': 26, 'south': 25, 'north': 15}","{'west': 28, 'national': 28, 'east': 22, 'central': 26, 'south': 25, 'north': 15}","{'west': 9, 'national': 13, 'east': 10, 'central': 13, 'south': 9, 'north': 7}","{'west': 37, 'national': 52, 'east': 43, 'central': 52, 'south': 39, 'north': 30}",,"{'west': 4, 'national': 4, 'east': 2, 'central': 2, 'south': 3, 'north': 2}","{'west': 6, 'national': 6, 'east': 3, 'central': 4, 'south': 5, 'north': 3}","{'west': 0.54, 'national': 0.64, 'east': 0.64, 'central': 0.31, 'south': 0.41, 'north': 0.46}","{'west': 5, 'national': 6, 'east': 6, 'central': 3, 'south': 4, 'north': 5}",2020-03-04
1159,"{'west': 3, 'national': 9, 'east': 7, 'central': 9, 'south': 5, 'north': 6}","{'west': 58, 'national': 58, 'east': 18, 'central': 40, 'south': 28, 'north': 44}","{'west': 8, 'national': 21, 'east': 16, 'central': 21, 'south': 11, 'north': 14}","{'west': 48, 'national': 54, 'east': 50, 'central': 54, 'south': 52, 'north': 47}","{'west': 28, 'national': 28, 'east': 26, 'central': 27, 'south': 27, 'north': 20}","{'west': 28, 'national': 28, 'east': 26, 'central': 27, 'south': 27, 'north': 20}","{'west': 12, 'national': 15, 'east': 12, 'central': 15, 'south': 13, 'north': 11}","{'west': 48, 'national': 54, 'east': 50, 'central': 54, 'south': 52, 'north': 47}",,"{'west': 3, 'national': 6, 'east': 6, 'central': 2, 'south': 3, 'north': 2}","{'west': 5, 'national': 10, 'east': 10, 'central': 4, 'south': 5, 'north': 3}","{'west': 0.6, 'national': 0.63, 'east': 0.62, 'central': 0.44, 'south': 0.51, 'north': 0.63}","{'west': 6, 'national': 6, 'east': 6, 'central': 4, 'south': 5, 'north': 6}",2020-03-05
1160,"{'west': 13, 'national': 21, 'east': 14, 'central': 21, 'south': 12, 'north': 15}","{'west': 18, 'national': 23, 'east': 14, 'central': 14, 'south': 23, 'north': 9}","{'west': 31, 'national': 48, 'east': 34, 'central': 48, 'south': 28, 'north': 36}","{'west': 51, 'national': 55, 'east': 52, 'central': 55, 'south': 52, 'north': 42}","{'west': 29, 'national': 29, 'east': 28, 'central': 23, 'south': 29, 'north': 20}","{'west': 29, 'national': 29, 'east': 28, 'central': 23, 'south': 29, 'north': 20}","{'west': 13, 'national': 15, 'east': 13, 'central': 15, 'south': 13, 'north': 10}","{'west': 51, 'national': 55, 'east': 52, 'central': 55, 'south': 52, 'north': 42}",,"{'west': 2, 'national': 6, 'east': 6, 'central': 2, 'south': 3, 'north': 2}","{'west': 4, 'national': 10, 'east': 10, 'central': 4, 'south': 5, 'north': 2}","{'west': 0.6, 'national': 0.69, 'east': 0.69, 'central': 0.43, 'south': 0.52, 'north': 0.43}","{'west': 6, 'national': 7, 'east': 7, 'central': 4, 'south': 5, 'north': 4}",2020-03-06
1161,"{'west': 7, 'national': 10, 'east': 5, 'central': 8, 'south': 7, 'north': 10}","{'west': 32, 'national': 33, 'east': 18, 'central': 31, 'south': 33, 'north': 12}","{'west': 17, 'national': 24, 'east': 13, 'central': 19, 'south': 16, 'north': 24}","{'west': 32, 'national': 42, 'east': 36, 'central': 36, 'south': 42, 'north': 32}","{'west': 24, 'national': 30, 'east': 21, 'central': 17, 'south': 30, 'north': 16}","{'west': 24, 'national': 30, 'east': 21, 'central': 17, 'south': 30, 'north': 16}","{'west': 8, 'national': 10, 'east': 9, 'central': 9, 'south': 10, 'north': 8}","{'west': 32, 'national': 42, 'east': 36, 'central': 36, 'south': 42, 'north': 32}",,"{'west': 2, 'national': 3, 'east': 2, 'central': 2, 'south': 3, 'north': 2}","{'west': 3, 'national': 4, 'east': 4, 'central': 3, 'south': 4, 'north': 2}","{'west': 0.56, 'national': 0.77, 'east': 0.77, 'central': 0.44, 'south': 0.52, 'north': 0.33}","{'west': 6, 'national': 8, 'east': 8, 'central': 4, 'south': 5, 'north': 3}",2020-03-07
1162,"{'west': 10, 'national': 23, 'east': 9, 'central': 23, 'south': 17, 'north': 14}","{'west': 17, 'national': 21, 'east': 18, 'central': 21, 'south': 21, 'north': 17}","{'west': 23, 'national': 54, 'east': 22, 'central': 54, 'south': 39, 'north': 33}","{'west': 46, 'national': 51, 'east': 50, 'central': 51, 'south': 43, 'north': 47}","{'west': 25, 'national': 28, 'east': 26, 'central': 20, 'south': 28, 'north': 20}","{'west': 25, 'national': 28, 'east': 26, 'central': 20, 'south': 28, 'north': 20}","{'west': 11, 'national': 12, 'east': 12, 'central': 12, 'south': 10, 'north': 11}","{'west': 46, 'national': 51, 'east': 50, 'central': 51, 'south': 43, 'north': 47}",,"{'west': 2, 'national': 4, 'east': 2, 'central': 3, 'south': 4, 'north': 2}","{'west': 3, 'national': 7, 'east': 3, 'central': 4, 'south': 7, 'north': 3}","{'west': 0.61, 'national': 0.76, 'east': 0.76, 'central': 0.42, 'south': 0.42, 'north': 0.42}","{'west': 6, 'national': 8, 'east': 8, 'central': 4, 'south': 4, 'north': 4}",2020-03-08
