year,make,fuel,type,number
2019,KARCHER,Diesel,Very Heavy Goods Vehicles,
2019,KIA,Diesel,Very Heavy Goods Vehicles,
2019,KING LONG,Diesel,Very Heavy Goods Vehicles,
2019,KOMATSU,Diesel,Very Heavy Goods Vehicles,
2019,KUBOTA,Diesel,Very Heavy Goods Vehicles,
2019,LAND ROVER,Diesel,Very Heavy Goods Vehicles,
2019,LEKTRO,Others,Very Heavy Goods Vehicles,
2019,LIEBHERR,Diesel,Very Heavy Goods Vehicles,3
2019,LINDE,Diesel,Very Heavy Goods Vehicles,
2019,LINDE,Others,Very Heavy Goods Vehicles,
2019,MAN,Diesel,Very Heavy Goods Vehicles,50
2019,MANITOU,Diesel,Very Heavy Goods Vehicles,2
2019,MAXIMAL,Diesel,Very Heavy Goods Vehicles,
2019,MAXUS,Diesel,Very Heavy Goods Vehicles,
2019,MERCEDES BENZ,Petrol,Very Heavy Goods Vehicles,
2019,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,62
2019,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,236
2019,MITSUBISHI,Others,Very Heavy Goods Vehicles,
2019,MITSUOKA,Petrol,Very Heavy Goods Vehicles,
2019,NEW HOLLAND,Diesel,Very Heavy Goods Vehicles,
2019,NICHIYU,Others,Very Heavy Goods Vehicles,
2019,NILFISK,Diesel,Very Heavy Goods Vehicles,
2019,NISSAN,Petrol,Very Heavy Goods Vehicles,
2019,NISSAN,Diesel,Very Heavy Goods Vehicles,
2019,NISSAN,Others,Very Heavy Goods Vehicles,
2019,OPEL,Diesel,Very Heavy Goods Vehicles,
2019,PEUGEOT,Diesel,Very Heavy Goods Vehicles,
2019,RENAULT,Petrol,Very Heavy Goods Vehicles,
2019,RENAULT,Diesel,Very Heavy Goods Vehicles,
2019,RENAULT,Others,Very Heavy Goods Vehicles,
2019,ROSENBAUER,Diesel,Very Heavy Goods Vehicles,7
2019,ROYAL,Diesel,Very Heavy Goods Vehicles,
2019,SAKAI,Diesel,Very Heavy Goods Vehicles,
2019,SANY,Diesel,Very Heavy Goods Vehicles,1
2019,SC NEUSTAR,Diesel,Very Heavy Goods Vehicles,
2019,SCANIA,Diesel,Very Heavy Goods Vehicles,213
2019,SCHEUERLE,Diesel,Very Heavy Goods Vehicles,
2019,SCHOPF,Diesel,Very Heavy Goods Vehicles,
2019,SHACMAN,Diesel,Very Heavy Goods Vehicles,
2019,SOCMA,Diesel,Very Heavy Goods Vehicles,2
2019,SSANGYONG,Diesel,Very Heavy Goods Vehicles,
2019,STILL,Others,Very Heavy Goods Vehicles,
2019,SUZUKI,Petrol,Very Heavy Goods Vehicles,
2019,T.C.M.,Diesel,Very Heavy Goods Vehicles,7
2019,T.C.M.,Others,Very Heavy Goods Vehicles,
2019,TADANO FAUN,Diesel,Very Heavy Goods Vehicles,2
2019,TAILIFT,Diesel,Very Heavy Goods Vehicles,
2019,TENNANT,Diesel,Very Heavy Goods Vehicles,
2019,TERBERG,Diesel,Very Heavy Goods Vehicles,
2019,TEREX,Diesel,Very Heavy Goods Vehicles,2
2019,TLD,Diesel,Very Heavy Goods Vehicles,4
2019,TOYOTA,Petrol,Very Heavy Goods Vehicles,
2019,TOYOTA,Diesel,Very Heavy Goods Vehicles,4
2019,TOYOTA,Others,Very Heavy Goods Vehicles,
2019,TREPEL,Diesel,Very Heavy Goods Vehicles,
2019,TUG,Diesel,Very Heavy Goods Vehicles,
2019,TUG MANUFACTURING,Petrol,Very Heavy Goods Vehicles,
2019,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,98
2019,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,
2019,UNICARRIERS,Others,Very Heavy Goods Vehicles,
2019,VOGELE,Diesel,Very Heavy Goods Vehicles,2
2019,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,
2019,VOLVO,Diesel,Very Heavy Goods Vehicles,52
2019,VOLVO,Others,Very Heavy Goods Vehicles,
2019,WIRTGEN,Diesel,Very Heavy Goods Vehicles,7
2019,XCMG,Diesel,Very Heavy Goods Vehicles,
2019,XUGONG,Diesel,Very Heavy Goods Vehicles,
2019,YALE,Diesel,Very Heavy Goods Vehicles,
2019,YALE,Others,Very Heavy Goods Vehicles,
2019,YUTONG,Diesel,Very Heavy Goods Vehicles,
2019,ZHONG TONG,Diesel,Very Heavy Goods Vehicles,
2019,ZOOMLION,Diesel,Very Heavy Goods Vehicles,
2019,ACHLEITNER,Diesel,Buses,
2019,ALEXANDER DENNIS,Diesel,Buses,
2019,AMMANN,Diesel,Buses,
2019,ANKAI,Diesel,Buses,
2019,BAOLI,Diesel,Buses,
2019,BEIBEN,Diesel,Buses,
2019,BLISS FOX,Diesel,Buses,
2019,BOBCAT,Diesel,Buses,
2019,BOMAG,Diesel,Buses,
2019,BYD,Others,Buses,6
2019,CAMC,Diesel,Buses,
2019,CATERPILLAR,Diesel,Buses,
2019,CATERPILLAR,Others,Buses,
2019,CHERY,Petrol,Buses,
2019,CHERY,Diesel,Buses,
2019,CIMC AIR MARREL SAS,Diesel,Buses,
2019,CITROEN,Diesel,Buses,
2019,COMAC,Diesel,Buses,
2019,COMBILIFT,Diesel,Buses,
2019,CROWN,Others,Buses,
2019,CVS FERRARI,Diesel,Buses,
2019,D.A.F.,Diesel,Buses,
2019,DAEWOO,Diesel,Buses,
2019,DEMAG,Diesel,Buses,
2019,DOOSAN,Diesel,Buses,
2019,DULEVO,Diesel,Buses,
2019,EVERLIFT,Diesel,Buses,
2019,FIAT,Diesel,Buses,
2019,FIMAP,Diesel,Buses,
2019,FIMAP,Others,Buses,
2019,FORD,Diesel,Buses,
2019,FOTON,Diesel,Buses,3
2019,FRAMO,Others,Buses,
2019,FTBCI,Diesel,Buses,6
2019,G.CPOWER,Diesel,Buses,
2019,GIANNI FERRARI,Diesel,Buses,
2019,GOLDEN DRAGON,Diesel,Buses,24
2019,GREEN MACHINE,Diesel,Buses,
2019,GROVE,Diesel,Buses,
2019,GUANGTAI,Diesel,Buses,
2019,HAMM,Diesel,Buses,
2019,HANGFU,Others,Buses,
2019,HC,Diesel,Buses,
2019,HC,Others,Buses,
2019,HCF,Diesel,Buses,
2019,HELI,Diesel,Buses,
2019,HIGER,Diesel,Buses,8
2019,HINO,Diesel,Buses,
2019,HOLDING,Diesel,Buses,
2019,HUMDINGA,Diesel,Buses,
2019,HYSTER,Diesel,Buses,
2019,HYUNDAI,Diesel,Buses,6
2019,ISAL,Diesel,Buses,
2019,ISUZU,Diesel,Buses,13
2019,IVECO,Diesel,Buses,
2019,J.C.B.,Diesel,Buses,
2019,JAC,Diesel,Buses,
2019,JEEP,Diesel,Buses,
2019,JJCC,Diesel,Buses,
2019,JOHN DEERE,Diesel,Buses,
2019,JOYLONG,Diesel,Buses,
2019,JUNGHEINRICH,Diesel,Buses,
2019,KALMAR,Diesel,Buses,
2019,KARCHER,Diesel,Buses,
2019,KIA,Diesel,Buses,
2019,KING LONG,Diesel,Buses,1
2019,KOMATSU,Diesel,Buses,
2019,KUBOTA,Diesel,Buses,
2019,LAND ROVER,Diesel,Buses,
2019,LEKTRO,Others,Buses,
2019,LIEBHERR,Diesel,Buses,
2019,LINDE,Diesel,Buses,
2019,LINDE,Others,Buses,
2019,MAN,Diesel,Buses,121
2019,MANITOU,Diesel,Buses,
2019,MAXIMAL,Diesel,Buses,
2019,MAXUS,Diesel,Buses,3
2019,MERCEDES BENZ,Petrol,Buses,
2019,MERCEDES BENZ,Diesel,Buses,37
2019,MITSUBISHI,Diesel,Buses,66
2019,MITSUBISHI,Others,Buses,
2019,MITSUOKA,Petrol,Buses,
2019,NEW HOLLAND,Diesel,Buses,
2019,NICHIYU,Others,Buses,
2019,NILFISK,Diesel,Buses,
2019,NISSAN,Petrol,Buses,
2019,NISSAN,Diesel,Buses,66
2019,NISSAN,Others,Buses,
2019,OPEL,Diesel,Buses,
2019,PEUGEOT,Diesel,Buses,
2019,RENAULT,Petrol,Buses,
2019,RENAULT,Diesel,Buses,
2019,RENAULT,Others,Buses,
2019,ROSENBAUER,Diesel,Buses,
2019,ROYAL,Diesel,Buses,
2019,SAKAI,Diesel,Buses,
2019,SANY,Diesel,Buses,
2019,SC NEUSTAR,Diesel,Buses,30
2019,SCANIA,Diesel,Buses,22
2019,SCHEUERLE,Diesel,Buses,
2019,SCHOPF,Diesel,Buses,
2019,SHACMAN,Diesel,Buses,
2019,SOCMA,Diesel,Buses,
2019,SSANGYONG,Diesel,Buses,
2019,STILL,Others,Buses,
2019,SUZUKI,Petrol,Buses,
2019,T.C.M.,Diesel,Buses,
2019,T.C.M.,Others,Buses,
2019,TADANO FAUN,Diesel,Buses,
2019,TAILIFT,Diesel,Buses,
2019,TENNANT,Diesel,Buses,
2019,TERBERG,Diesel,Buses,
2019,TEREX,Diesel,Buses,
2019,TLD,Diesel,Buses,
2019,TOYOTA,Petrol,Buses,
2019,TOYOTA,Diesel,Buses,630
2019,TOYOTA,Others,Buses,
2019,TREPEL,Diesel,Buses,
2019,TUG,Diesel,Buses,
2019,TUG MANUFACTURING,Petrol,Buses,
2019,UD TRUCKS,Diesel,Buses,
2019,UNICARRIERS,Diesel,Buses,
2019,UNICARRIERS,Others,Buses,
2019,VOGELE,Diesel,Buses,
2019,VOLKSWAGEN,Diesel,Buses,
2019,VOLVO,Diesel,Buses,12
2019,VOLVO,Others,Buses,30
2019,WIRTGEN,Diesel,Buses,
2019,XCMG,Diesel,Buses,
2019,XUGONG,Diesel,Buses,
2019,YALE,Diesel,Buses,
2019,YALE,Others,Buses,
2019,YUTONG,Diesel,Buses,17
2019,ZHONG TONG,Diesel,Buses,1
2019,ZOOMLION,Diesel,Buses,
2020,ACHLEITNER,Diesel,Goods cum Passenger Vehicles,
2020,ALEXANDER DENNIS,Diesel,Goods cum Passenger Vehicles,
2020,AMMANN,Diesel,Goods cum Passenger Vehicles,
2020,ANKAI,Diesel,Goods cum Passenger Vehicles,
2020,BAOLI,Diesel,Goods cum Passenger Vehicles,
2020,BEIBEN,Diesel,Goods cum Passenger Vehicles,
2020,BLISS FOX,Diesel,Goods cum Passenger Vehicles,
2020,BOBCAT,Diesel,Goods cum Passenger Vehicles,
2020,BOMAG,Diesel,Goods cum Passenger Vehicles,
2020,BYD,Others,Goods cum Passenger Vehicles,
2020,CAMC,Diesel,Goods cum Passenger Vehicles,
2020,CATERPILLAR,Diesel,Goods cum Passenger Vehicles,
2020,CATERPILLAR,Others,Goods cum Passenger Vehicles,
2020,CHERY,Petrol,Goods cum Passenger Vehicles,
2020,CHERY,Diesel,Goods cum Passenger Vehicles,
2020,CIMC AIR MARREL SAS,Diesel,Goods cum Passenger Vehicles,
2020,CITROEN,Diesel,Goods cum Passenger Vehicles,
2020,COMAC,Diesel,Goods cum Passenger Vehicles,
2020,COMBILIFT,Diesel,Goods cum Passenger Vehicles,
2020,CROWN,Others,Goods cum Passenger Vehicles,
2020,CVS FERRARI,Diesel,Goods cum Passenger Vehicles,
2020,D.A.F.,Diesel,Goods cum Passenger Vehicles,
2020,DAEWOO,Diesel,Goods cum Passenger Vehicles,
2020,DEMAG,Diesel,Goods cum Passenger Vehicles,
2020,DOOSAN,Diesel,Goods cum Passenger Vehicles,
2020,DULEVO,Diesel,Goods cum Passenger Vehicles,
2020,E-P,Others,Goods cum Passenger Vehicles,
2020,EVERLIFT,Diesel,Goods cum Passenger Vehicles,
2020,FIAT,Diesel,Goods cum Passenger Vehicles,
2020,FIMAP,Diesel,Goods cum Passenger Vehicles,
2020,FIMAP,Others,Goods cum Passenger Vehicles,
2020,FORD,Diesel,Goods cum Passenger Vehicles,29
2020,FOTON,Diesel,Goods cum Passenger Vehicles,
2020,FRAMO,Others,Goods cum Passenger Vehicles,
2020,FTBCI,Diesel,Goods cum Passenger Vehicles,
2020,G.CPOWER,Diesel,Goods cum Passenger Vehicles,
2020,GIANNI FERRARI,Diesel,Goods cum Passenger Vehicles,
2020,GOLDEN DRAGON,Diesel,Goods cum Passenger Vehicles,
2020,GOLDHOFER,Diesel,Goods cum Passenger Vehicles,
2020,GREEN MACHINE,Diesel,Goods cum Passenger Vehicles,
2020,GROVE,Diesel,Goods cum Passenger Vehicles,
2020,GUANGTAI,Diesel,Goods cum Passenger Vehicles,
2020,HAMM,Diesel,Goods cum Passenger Vehicles,
2020,HANGFU,Others,Goods cum Passenger Vehicles,
2020,HC,Diesel,Goods cum Passenger Vehicles,
2020,HC,Others,Goods cum Passenger Vehicles,
2020,HCF,Diesel,Goods cum Passenger Vehicles,
2020,HELI,Diesel,Goods cum Passenger Vehicles,
2020,HIGER,Diesel,Goods cum Passenger Vehicles,
2020,HINO,Diesel,Goods cum Passenger Vehicles,
2020,HOLDING,Diesel,Goods cum Passenger Vehicles,
2020,HUMDINGA,Diesel,Goods cum Passenger Vehicles,
2020,HYSTER,Diesel,Goods cum Passenger Vehicles,
2020,HYUNDAI,Diesel,Goods cum Passenger Vehicles,
2020,ISAL,Diesel,Goods cum Passenger Vehicles,
2020,ISUZU,Diesel,Goods cum Passenger Vehicles,3
2020,IVECO,Diesel,Goods cum Passenger Vehicles,
2020,J.C.B.,Diesel,Goods cum Passenger Vehicles,
2020,JAC,Diesel,Goods cum Passenger Vehicles,
2020,JEEP,Petrol,Goods cum Passenger Vehicles,6
2020,JEEP,Diesel,Goods cum Passenger Vehicles,
2020,JJCC,Diesel,Goods cum Passenger Vehicles,
2020,JOHN DEERE,Diesel,Goods cum Passenger Vehicles,
2020,JOYLONG,Diesel,Goods cum Passenger Vehicles,
2020,JUNGHEINRICH,Diesel,Goods cum Passenger Vehicles,
2020,KALMAR,Diesel,Goods cum Passenger Vehicles,
2020,KARCHER,Diesel,Goods cum Passenger Vehicles,
2020,KIA,Diesel,Goods cum Passenger Vehicles,
2020,KING LONG,Diesel,Goods cum Passenger Vehicles,
2020,KOMATSU,Diesel,Goods cum Passenger Vehicles,
2020,KUBOTA,Diesel,Goods cum Passenger Vehicles,
2020,LAND ROVER,Diesel,Goods cum Passenger Vehicles,
2020,LEKTRO,Others,Goods cum Passenger Vehicles,
2020,LIEBHERR,Diesel,Goods cum Passenger Vehicles,
2020,LINDE,Diesel,Goods cum Passenger Vehicles,
2020,LINDE,Others,Goods cum Passenger Vehicles,
2020,MAN,Diesel,Goods cum Passenger Vehicles,
2020,MANITOU,Diesel,Goods cum Passenger Vehicles,
2020,MAXIMAL,Diesel,Goods cum Passenger Vehicles,
2020,MAXUS,Petrol,Goods cum Passenger Vehicles,
2020,MAXUS,Diesel,Goods cum Passenger Vehicles,
2020,MERCEDES BENZ,Petrol,Goods cum Passenger Vehicles,
2020,MERCEDES BENZ,Diesel,Goods cum Passenger Vehicles,3
2020,MERCEDES BENZ,Others,Goods cum Passenger Vehicles,
2020,MITSUBISHI,Diesel,Goods cum Passenger Vehicles,48
2020,MITSUBISHI,Others,Goods cum Passenger Vehicles,
2020,MITSUOKA,Petrol,Goods cum Passenger Vehicles,
2020,MULAG,Others,Goods cum Passenger Vehicles,
2020,NEW HOLLAND,Diesel,Goods cum Passenger Vehicles,
2020,NICHIYU,Others,Goods cum Passenger Vehicles,
2020,NILFISK,Diesel,Goods cum Passenger Vehicles,
2020,NISSAN,Petrol,Goods cum Passenger Vehicles,
2020,NISSAN,Diesel,Goods cum Passenger Vehicles,
2020,NISSAN,Others,Goods cum Passenger Vehicles,
2020,OPEL,Diesel,Goods cum Passenger Vehicles,
2020,PEUGEOT,Diesel,Goods cum Passenger Vehicles,
2020,RENAULT,Petrol,Goods cum Passenger Vehicles,
2020,RENAULT,Diesel,Goods cum Passenger Vehicles,
2020,RENAULT,Others,Goods cum Passenger Vehicles,
2020,ROSENBAUER,Diesel,Goods cum Passenger Vehicles,
2020,ROYAL,Diesel,Goods cum Passenger Vehicles,
2020,SAKAI,Diesel,Goods cum Passenger Vehicles,
2020,SANY,Diesel,Goods cum Passenger Vehicles,
2020,SC NEUSTAR,Diesel,Goods cum Passenger Vehicles,
2020,SCANIA,Diesel,Goods cum Passenger Vehicles,
2020,SCHEUERLE,Diesel,Goods cum Passenger Vehicles,
2020,SCHOPF,Diesel,Goods cum Passenger Vehicles,
2020,SHACMAN,Diesel,Goods cum Passenger Vehicles,
2020,SINOTRUK,Diesel,Goods cum Passenger Vehicles,
2020,SOCMA,Diesel,Goods cum Passenger Vehicles,
2020,SSANGYONG,Diesel,Goods cum Passenger Vehicles,19
2020,STILL,Others,Goods cum Passenger Vehicles,
2020,SUZUKI,Petrol,Goods cum Passenger Vehicles,
2020,T.C.M.,Diesel,Goods cum Passenger Vehicles,
2020,T.C.M.,Others,Goods cum Passenger Vehicles,
2020,TADANO FAUN,Diesel,Goods cum Passenger Vehicles,
2020,TAILIFT,Diesel,Goods cum Passenger Vehicles,
2020,TENNANT,Diesel,Goods cum Passenger Vehicles,
2020,TERBERG,Diesel,Goods cum Passenger Vehicles,
2020,TEREX,Diesel,Goods cum Passenger Vehicles,
2020,TLD,Diesel,Goods cum Passenger Vehicles,
2020,TOYOTA,Petrol,Goods cum Passenger Vehicles,
2020,TOYOTA,Diesel,Goods cum Passenger Vehicles,24
2020,TOYOTA,Others,Goods cum Passenger Vehicles,
2020,TREPEL,Diesel,Goods cum Passenger Vehicles,
2020,TUG,Diesel,Goods cum Passenger Vehicles,
2020,TUG MANUFACTURING,Petrol,Goods cum Passenger Vehicles,
2020,UD TRUCKS,Diesel,Goods cum Passenger Vehicles,
2020,UNICARRIERS,Diesel,Goods cum Passenger Vehicles,
2020,UNICARRIERS,Others,Goods cum Passenger Vehicles,
2020,VOGELE,Diesel,Goods cum Passenger Vehicles,
2020,VOLKSWAGEN,Petrol,Goods cum Passenger Vehicles,
2020,VOLKSWAGEN,Diesel,Goods cum Passenger Vehicles,
2020,VOLVO,Diesel,Goods cum Passenger Vehicles,
2020,VOLVO,Others,Goods cum Passenger Vehicles,
2020,WIRTGEN,Diesel,Goods cum Passenger Vehicles,
2020,XCMG,Diesel,Goods cum Passenger Vehicles,
2020,XUGONG,Diesel,Goods cum Passenger Vehicles,
2020,YALE,Diesel,Goods cum Passenger Vehicles,
2020,YALE,Others,Goods cum Passenger Vehicles,
2020,YUTONG,Diesel,Goods cum Passenger Vehicles,
2020,YUTONG,Others,Goods cum Passenger Vehicles,
2020,ZHONG TONG,Diesel,Goods cum Passenger Vehicles,
2020,ZOOMLION,Diesel,Goods cum Passenger Vehicles,
2020,ACHLEITNER,Diesel,Light Goods Vehicles,
2020,ALEXANDER DENNIS,Diesel,Light Goods Vehicles,
2020,AMMANN,Diesel,Light Goods Vehicles,
2020,ANKAI,Diesel,Light Goods Vehicles,
2020,BAOLI,Diesel,Light Goods Vehicles,
2020,BEIBEN,Diesel,Light Goods Vehicles,
2020,BLISS FOX,Diesel,Light Goods Vehicles,
2020,BOBCAT,Diesel,Light Goods Vehicles,
2020,BOMAG,Diesel,Light Goods Vehicles,
2020,BYD,Others,Light Goods Vehicles,19
2020,CAMC,Diesel,Light Goods Vehicles,
2020,CATERPILLAR,Diesel,Light Goods Vehicles,
2020,CATERPILLAR,Others,Light Goods Vehicles,
2020,CHERY,Petrol,Light Goods Vehicles,
2020,CHERY,Diesel,Light Goods Vehicles,
2020,CIMC AIR MARREL SAS,Diesel,Light Goods Vehicles,
2020,CITROEN,Diesel,Light Goods Vehicles,121
2020,COMAC,Diesel,Light Goods Vehicles,
2020,COMBILIFT,Diesel,Light Goods Vehicles,
2020,CROWN,Others,Light Goods Vehicles,
2020,CVS FERRARI,Diesel,Light Goods Vehicles,
2020,D.A.F.,Diesel,Light Goods Vehicles,
2020,DAEWOO,Diesel,Light Goods Vehicles,
2020,DEMAG,Diesel,Light Goods Vehicles,
2020,DOOSAN,Diesel,Light Goods Vehicles,
2020,DULEVO,Diesel,Light Goods Vehicles,
2020,E-P,Others,Light Goods Vehicles,
2020,EVERLIFT,Diesel,Light Goods Vehicles,
2020,FIAT,Diesel,Light Goods Vehicles,68
2020,FIMAP,Diesel,Light Goods Vehicles,
2020,FIMAP,Others,Light Goods Vehicles,
2020,FORD,Diesel,Light Goods Vehicles,
2020,FOTON,Diesel,Light Goods Vehicles,
2020,FRAMO,Others,Light Goods Vehicles,
2020,FTBCI,Diesel,Light Goods Vehicles,
2020,G.CPOWER,Diesel,Light Goods Vehicles,
2020,GIANNI FERRARI,Diesel,Light Goods Vehicles,
2020,GOLDEN DRAGON,Diesel,Light Goods Vehicles,
2020,GOLDHOFER,Diesel,Light Goods Vehicles,
2020,GREEN MACHINE,Diesel,Light Goods Vehicles,
2020,GROVE,Diesel,Light Goods Vehicles,
2020,GUANGTAI,Diesel,Light Goods Vehicles,
2020,HAMM,Diesel,Light Goods Vehicles,
2020,HANGFU,Others,Light Goods Vehicles,
2020,HC,Diesel,Light Goods Vehicles,
2020,HC,Others,Light Goods Vehicles,
2020,HCF,Diesel,Light Goods Vehicles,
2020,HELI,Diesel,Light Goods Vehicles,
2020,HIGER,Diesel,Light Goods Vehicles,
2020,HINO,Diesel,Light Goods Vehicles,
2020,HOLDING,Diesel,Light Goods Vehicles,
2020,HUMDINGA,Diesel,Light Goods Vehicles,
2020,HYSTER,Diesel,Light Goods Vehicles,
2020,HYUNDAI,Diesel,Light Goods Vehicles,2
2020,ISAL,Diesel,Light Goods Vehicles,
2020,ISUZU,Diesel,Light Goods Vehicles,183
2020,IVECO,Diesel,Light Goods Vehicles,
2020,J.C.B.,Diesel,Light Goods Vehicles,
2020,JAC,Diesel,Light Goods Vehicles,
2020,JEEP,Petrol,Light Goods Vehicles,
2020,JEEP,Diesel,Light Goods Vehicles,
2020,JJCC,Diesel,Light Goods Vehicles,
2020,JOHN DEERE,Diesel,Light Goods Vehicles,
2020,JOYLONG,Diesel,Light Goods Vehicles,
2020,JUNGHEINRICH,Diesel,Light Goods Vehicles,
2020,KALMAR,Diesel,Light Goods Vehicles,
2020,KARCHER,Diesel,Light Goods Vehicles,
2020,KIA,Diesel,Light Goods Vehicles,120
2020,KING LONG,Diesel,Light Goods Vehicles,
2020,KOMATSU,Diesel,Light Goods Vehicles,
2020,KUBOTA,Diesel,Light Goods Vehicles,
2020,LAND ROVER,Diesel,Light Goods Vehicles,
2020,LEKTRO,Others,Light Goods Vehicles,
2020,LIEBHERR,Diesel,Light Goods Vehicles,
2020,LINDE,Diesel,Light Goods Vehicles,
2020,LINDE,Others,Light Goods Vehicles,1
2020,MAN,Diesel,Light Goods Vehicles,3
2020,MANITOU,Diesel,Light Goods Vehicles,
2020,MAXIMAL,Diesel,Light Goods Vehicles,
2020,MAXUS,Petrol,Light Goods Vehicles,25
2020,MAXUS,Diesel,Light Goods Vehicles,2
2020,MERCEDES BENZ,Petrol,Light Goods Vehicles,22
2020,MERCEDES BENZ,Diesel,Light Goods Vehicles,60
2020,MERCEDES BENZ,Others,Light Goods Vehicles,1
2020,MITSUBISHI,Diesel,Light Goods Vehicles,236
2020,MITSUBISHI,Others,Light Goods Vehicles,
2020,MITSUOKA,Petrol,Light Goods Vehicles,
2020,MULAG,Others,Light Goods Vehicles,
2020,NEW HOLLAND,Diesel,Light Goods Vehicles,
2020,NICHIYU,Others,Light Goods Vehicles,
2020,NILFISK,Diesel,Light Goods Vehicles,
2020,NISSAN,Petrol,Light Goods Vehicles,1161
2020,NISSAN,Diesel,Light Goods Vehicles,595
2020,NISSAN,Others,Light Goods Vehicles,
2020,OPEL,Diesel,Light Goods Vehicles,24
2020,PEUGEOT,Diesel,Light Goods Vehicles,116
2020,RENAULT,Petrol,Light Goods Vehicles,
2020,RENAULT,Diesel,Light Goods Vehicles,31
2020,RENAULT,Others,Light Goods Vehicles,6
2020,ROSENBAUER,Diesel,Light Goods Vehicles,
2020,ROYAL,Diesel,Light Goods Vehicles,
2020,SAKAI,Diesel,Light Goods Vehicles,
2020,SANY,Diesel,Light Goods Vehicles,
2020,SC NEUSTAR,Diesel,Light Goods Vehicles,
2020,SCANIA,Diesel,Light Goods Vehicles,
2020,SCHEUERLE,Diesel,Light Goods Vehicles,
2020,SCHOPF,Diesel,Light Goods Vehicles,
2020,SHACMAN,Diesel,Light Goods Vehicles,
2020,SINOTRUK,Diesel,Light Goods Vehicles,
2020,SOCMA,Diesel,Light Goods Vehicles,
2020,SSANGYONG,Diesel,Light Goods Vehicles,
2020,STILL,Others,Light Goods Vehicles,
2020,SUZUKI,Petrol,Light Goods Vehicles,69
2020,T.C.M.,Diesel,Light Goods Vehicles,
2020,T.C.M.,Others,Light Goods Vehicles,
2020,TADANO FAUN,Diesel,Light Goods Vehicles,
2020,TAILIFT,Diesel,Light Goods Vehicles,
2020,TENNANT,Diesel,Light Goods Vehicles,2
2020,TERBERG,Diesel,Light Goods Vehicles,
2020,TEREX,Diesel,Light Goods Vehicles,
2020,TLD,Diesel,Light Goods Vehicles,
2020,TOYOTA,Petrol,Light Goods Vehicles,11
2020,TOYOTA,Diesel,Light Goods Vehicles,4223
2020,TOYOTA,Others,Light Goods Vehicles,
2020,TREPEL,Diesel,Light Goods Vehicles,
2020,TUG,Diesel,Light Goods Vehicles,
2020,TUG MANUFACTURING,Petrol,Light Goods Vehicles,
2020,UD TRUCKS,Diesel,Light Goods Vehicles,
2020,UNICARRIERS,Diesel,Light Goods Vehicles,
2020,UNICARRIERS,Others,Light Goods Vehicles,
2020,VOGELE,Diesel,Light Goods Vehicles,
2020,VOLKSWAGEN,Petrol,Light Goods Vehicles,2
2020,VOLKSWAGEN,Diesel,Light Goods Vehicles,64
2020,VOLVO,Diesel,Light Goods Vehicles,
2020,VOLVO,Others,Light Goods Vehicles,
2020,WIRTGEN,Diesel,Light Goods Vehicles,
2020,XCMG,Diesel,Light Goods Vehicles,
2020,XUGONG,Diesel,Light Goods Vehicles,
2020,YALE,Diesel,Light Goods Vehicles,
2020,YALE,Others,Light Goods Vehicles,
2020,YUTONG,Diesel,Light Goods Vehicles,
2020,YUTONG,Others,Light Goods Vehicles,
2020,ZHONG TONG,Diesel,Light Goods Vehicles,
2020,ZOOMLION,Diesel,Light Goods Vehicles,
2020,ACHLEITNER,Diesel,Heavy Goods Vehicles,
2020,ALEXANDER DENNIS,Diesel,Heavy Goods Vehicles,
2020,AMMANN,Diesel,Heavy Goods Vehicles,
2020,ANKAI,Diesel,Heavy Goods Vehicles,
2020,BAOLI,Diesel,Heavy Goods Vehicles,
2020,BEIBEN,Diesel,Heavy Goods Vehicles,
2020,BLISS FOX,Diesel,Heavy Goods Vehicles,
2020,BOBCAT,Diesel,Heavy Goods Vehicles,
2020,BOMAG,Diesel,Heavy Goods Vehicles,
2020,BYD,Others,Heavy Goods Vehicles,
2020,CAMC,Diesel,Heavy Goods Vehicles,
2020,CATERPILLAR,Diesel,Heavy Goods Vehicles,9
2020,CATERPILLAR,Others,Heavy Goods Vehicles,
2020,CHERY,Petrol,Heavy Goods Vehicles,
2020,CHERY,Diesel,Heavy Goods Vehicles,
2020,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,
2020,CITROEN,Diesel,Heavy Goods Vehicles,
2020,COMAC,Diesel,Heavy Goods Vehicles,
2020,COMBILIFT,Diesel,Heavy Goods Vehicles,
2020,CROWN,Others,Heavy Goods Vehicles,1
2020,CVS FERRARI,Diesel,Heavy Goods Vehicles,
2020,D.A.F.,Diesel,Heavy Goods Vehicles,
2020,DAEWOO,Diesel,Heavy Goods Vehicles,
2020,DEMAG,Diesel,Heavy Goods Vehicles,
2020,DOOSAN,Diesel,Heavy Goods Vehicles,
2020,DULEVO,Diesel,Heavy Goods Vehicles,1
2020,E-P,Others,Heavy Goods Vehicles,1
2020,EVERLIFT,Diesel,Heavy Goods Vehicles,
2020,FIAT,Diesel,Heavy Goods Vehicles,
2020,FIMAP,Diesel,Heavy Goods Vehicles,
