year,make,fuel,type,number
2018,T.C.M.,Others,Goods cum Passenger Vehicles,
2018,TADANO FAUN,Diesel,Goods cum Passenger Vehicles,
2018,TAILIFT,Diesel,Goods cum Passenger Vehicles,
2018,TENNANT,Diesel,Goods cum Passenger Vehicles,
2018,TERBERG,Diesel,Goods cum Passenger Vehicles,
2018,TEREX,Diesel,Goods cum Passenger Vehicles,
2018,TLD,Diesel,Goods cum Passenger Vehicles,
2018,TOYOTA,Petrol,Goods cum Passenger Vehicles,
2018,TOYOTA,Diesel,Goods cum Passenger Vehicles,22
2018,TOYOTA,Others,Goods cum Passenger Vehicles,
2018,TREPEL,Diesel,Goods cum Passenger Vehicles,
2018,TUG,Diesel,Goods cum Passenger Vehicles,
2018,TUG MANUFACTURING,Petrol,Goods cum Passenger Vehicles,
2018,UD TRUCKS,Diesel,Goods cum Passenger Vehicles,
2018,UNICARRIERS,Diesel,Goods cum Passenger Vehicles,
2018,UNICARRIERS,Others,Goods cum Passenger Vehicles,
2018,VOGELE,Diesel,Goods cum Passenger Vehicles,
2018,VOLKSWAGEN,Diesel,Goods cum Passenger Vehicles,1
2018,VOLVO,Diesel,Goods cum Passenger Vehicles,
2018,VOLVO,Others,Goods cum Passenger Vehicles,
2018,WIRTGEN,Diesel,Goods cum Passenger Vehicles,
2018,XCMG,Diesel,Goods cum Passenger Vehicles,
2018,XUGONG,Diesel,Goods cum Passenger Vehicles,
2018,YALE,Diesel,Goods cum Passenger Vehicles,
2018,YALE,Others,Goods cum Passenger Vehicles,
2018,YUTONG,Diesel,Goods cum Passenger Vehicles,
2018,ZHONG TONG,Diesel,Goods cum Passenger Vehicles,
2018,ZOOMLION,Diesel,Goods cum Passenger Vehicles,
2018,ACHLEITNER,Diesel,Light Goods Vehicles,
2018,ALEXANDER DENNIS,Diesel,Light Goods Vehicles,
2018,AMMANN,Diesel,Light Goods Vehicles,
2018,ANKAI,Diesel,Light Goods Vehicles,
2018,BAOLI,Diesel,Light Goods Vehicles,
2018,BEIBEN,Diesel,Light Goods Vehicles,
2018,BLISS FOX,Diesel,Light Goods Vehicles,
2018,BOBCAT,Diesel,Light Goods Vehicles,4
2018,BOMAG,Diesel,Light Goods Vehicles,
2018,BYD,Others,Light Goods Vehicles,
2018,CAMC,Diesel,Light Goods Vehicles,
2018,CATERPILLAR,Diesel,Light Goods Vehicles,
2018,CHERY,Petrol,Light Goods Vehicles,
2018,CHERY,Diesel,Light Goods Vehicles,
2018,CIMC AIR MARREL SAS,Diesel,Light Goods Vehicles,
2018,CITROEN,Diesel,Light Goods Vehicles,271
2018,COMAC,Diesel,Light Goods Vehicles,
2018,COMBILIFT,Diesel,Light Goods Vehicles,
2018,CROWN,Others,Light Goods Vehicles,
2018,CVS FERRARI,Diesel,Light Goods Vehicles,
2018,D.A.F.,Diesel,Light Goods Vehicles,
2018,DAEWOO,Diesel,Light Goods Vehicles,
2018,DEMAG,Diesel,Light Goods Vehicles,
2018,DOOSAN,Diesel,Light Goods Vehicles,
2018,DULEVO,Diesel,Light Goods Vehicles,1
2018,EVERLIFT,Diesel,Light Goods Vehicles,
2018,FIAT,Diesel,Light Goods Vehicles,165
2018,FIMAP,Diesel,Light Goods Vehicles,
2018,FORD,Diesel,Light Goods Vehicles,
2018,FOTON,Diesel,Light Goods Vehicles,
2018,FTBCI,Diesel,Light Goods Vehicles,
2018,G.CPOWER,Diesel,Light Goods Vehicles,
2018,GIANNI FERRARI,Diesel,Light Goods Vehicles,
2018,GOLDEN DRAGON,Diesel,Light Goods Vehicles,
2018,GREEN MACHINE,Diesel,Light Goods Vehicles,
2018,GROVE,Diesel,Light Goods Vehicles,
2018,GUANGTAI,Diesel,Light Goods Vehicles,
2018,HAMM,Diesel,Light Goods Vehicles,
2018,HANGFU,Others,Light Goods Vehicles,
2018,HC,Diesel,Light Goods Vehicles,
2018,HC,Others,Light Goods Vehicles,
2018,HCF,Diesel,Light Goods Vehicles,
2018,HELI,Diesel,Light Goods Vehicles,
2018,HIGER,Diesel,Light Goods Vehicles,
2018,HINO,Diesel,Light Goods Vehicles,
2018,HOLDING,Diesel,Light Goods Vehicles,
2018,HYSTER,Diesel,Light Goods Vehicles,
2018,HYUNDAI,Diesel,Light Goods Vehicles,13
2018,ISUZU,Diesel,Light Goods Vehicles,257
2018,IVECO,Diesel,Light Goods Vehicles,
2018,J.C.B.,Diesel,Light Goods Vehicles,
2018,JAC,Diesel,Light Goods Vehicles,
2018,JEEP,Diesel,Light Goods Vehicles,
2018,JJCC,Diesel,Light Goods Vehicles,
2018,JOHN DEERE,Diesel,Light Goods Vehicles,
2018,JOYLONG,Diesel,Light Goods Vehicles,
2018,JUNGHEINRICH,Diesel,Light Goods Vehicles,
2018,KALMAR,Diesel,Light Goods Vehicles,
2018,KARCHER,Diesel,Light Goods Vehicles,
2018,KIA,Diesel,Light Goods Vehicles,162
2018,KING LONG,Diesel,Light Goods Vehicles,
2018,KOMATSU,Diesel,Light Goods Vehicles,
2018,KUBOTA,Diesel,Light Goods Vehicles,
2018,LAND ROVER,Diesel,Light Goods Vehicles,
2018,LEKTRO,Others,Light Goods Vehicles,
2018,LIEBHERR,Diesel,Light Goods Vehicles,
2018,LINDE,Diesel,Light Goods Vehicles,
2018,LINDE,Others,Light Goods Vehicles,
2018,MAN,Diesel,Light Goods Vehicles,
2018,MANITOU,Diesel,Light Goods Vehicles,
2018,MAXIMAL,Diesel,Light Goods Vehicles,
2018,MAXUS,Diesel,Light Goods Vehicles,
2018,MERCEDES BENZ,Petrol,Light Goods Vehicles,1
2018,MERCEDES BENZ,Diesel,Light Goods Vehicles,176
2018,MITSUBISHI,Diesel,Light Goods Vehicles,150
2018,MITSUBISHI,Others,Light Goods Vehicles,
2018,MITSUOKA,Petrol,Light Goods Vehicles,1
2018,NEW HOLLAND,Diesel,Light Goods Vehicles,
2018,NICHIYU,Others,Light Goods Vehicles,
2018,NILFISK,Diesel,Light Goods Vehicles,1
2018,NISSAN,Petrol,Light Goods Vehicles,481
2018,NISSAN,Diesel,Light Goods Vehicles,2019
2018,NISSAN,Others,Light Goods Vehicles,
2018,OPEL,Diesel,Light Goods Vehicles,77
2018,PEUGEOT,Diesel,Light Goods Vehicles,100
2018,RENAULT,Petrol,Light Goods Vehicles,
2018,RENAULT,Diesel,Light Goods Vehicles,68
2018,RENAULT,Others,Light Goods Vehicles,8
2018,ROSENBAUER,Diesel,Light Goods Vehicles,
2018,ROYAL,Diesel,Light Goods Vehicles,
2018,SAKAI,Diesel,Light Goods Vehicles,
2018,SC NEUSTAR,Diesel,Light Goods Vehicles,
2018,SCANIA,Diesel,Light Goods Vehicles,
2018,SCHEUERLE,Diesel,Light Goods Vehicles,
2018,SCHOPF,Diesel,Light Goods Vehicles,
2018,SHACMAN,Diesel,Light Goods Vehicles,
2018,SSANGYONG,Diesel,Light Goods Vehicles,
2018,STILL,Others,Light Goods Vehicles,
2018,SUZUKI,Petrol,Light Goods Vehicles,115
2018,T.C.M.,Diesel,Light Goods Vehicles,
2018,T.C.M.,Others,Light Goods Vehicles,
2018,TADANO FAUN,Diesel,Light Goods Vehicles,
2018,TAILIFT,Diesel,Light Goods Vehicles,
2018,TENNANT,Diesel,Light Goods Vehicles,2
2018,TERBERG,Diesel,Light Goods Vehicles,
2018,TEREX,Diesel,Light Goods Vehicles,
2018,TLD,Diesel,Light Goods Vehicles,
2018,TOYOTA,Petrol,Light Goods Vehicles,36
2018,TOYOTA,Diesel,Light Goods Vehicles,5243
2018,TOYOTA,Others,Light Goods Vehicles,
2018,TREPEL,Diesel,Light Goods Vehicles,
2018,TUG,Diesel,Light Goods Vehicles,
2018,TUG MANUFACTURING,Petrol,Light Goods Vehicles,
2018,UD TRUCKS,Diesel,Light Goods Vehicles,
2018,UNICARRIERS,Diesel,Light Goods Vehicles,
2018,UNICARRIERS,Others,Light Goods Vehicles,
2018,VOGELE,Diesel,Light Goods Vehicles,
2018,VOLKSWAGEN,Diesel,Light Goods Vehicles,75
2018,VOLVO,Diesel,Light Goods Vehicles,
2018,VOLVO,Others,Light Goods Vehicles,
2018,WIRTGEN,Diesel,Light Goods Vehicles,
2018,XCMG,Diesel,Light Goods Vehicles,
2018,XUGONG,Diesel,Light Goods Vehicles,
2018,YALE,Diesel,Light Goods Vehicles,
2018,YALE,Others,Light Goods Vehicles,
2018,YUTONG,Diesel,Light Goods Vehicles,
2018,ZHONG TONG,Diesel,Light Goods Vehicles,
2018,ZOOMLION,Diesel,Light Goods Vehicles,
2018,ACHLEITNER,Diesel,Heavy Goods Vehicles,
2018,ALEXANDER DENNIS,Diesel,Heavy Goods Vehicles,
2018,AMMANN,Diesel,Heavy Goods Vehicles,
2018,ANKAI,Diesel,Heavy Goods Vehicles,
2018,BAOLI,Diesel,Heavy Goods Vehicles,2
2018,BEIBEN,Diesel,Heavy Goods Vehicles,
2018,BLISS FOX,Diesel,Heavy Goods Vehicles,
2018,BOBCAT,Diesel,Heavy Goods Vehicles,6
2018,BOMAG,Diesel,Heavy Goods Vehicles,2
2018,BYD,Others,Heavy Goods Vehicles,
2018,CAMC,Diesel,Heavy Goods Vehicles,
2018,CATERPILLAR,Diesel,Heavy Goods Vehicles,10
2018,CHERY,Petrol,Heavy Goods Vehicles,
2018,CHERY,Diesel,Heavy Goods Vehicles,
2018,CIMC AIR MARREL SAS,Diesel,Heavy Goods Vehicles,
2018,CITROEN,Diesel,Heavy Goods Vehicles,
2018,COMAC,Diesel,Heavy Goods Vehicles,
2018,COMBILIFT,Diesel,Heavy Goods Vehicles,
2018,CROWN,Others,Heavy Goods Vehicles,
2018,CVS FERRARI,Diesel,Heavy Goods Vehicles,
2018,D.A.F.,Diesel,Heavy Goods Vehicles,1
2018,DAEWOO,Diesel,Heavy Goods Vehicles,
2018,DEMAG,Diesel,Heavy Goods Vehicles,
2018,DOOSAN,Diesel,Heavy Goods Vehicles,
2018,DULEVO,Diesel,Heavy Goods Vehicles,1
2018,EVERLIFT,Diesel,Heavy Goods Vehicles,
2018,FIAT,Diesel,Heavy Goods Vehicles,
2018,FIMAP,Diesel,Heavy Goods Vehicles,
2018,FORD,Diesel,Heavy Goods Vehicles,
2018,FOTON,Diesel,Heavy Goods Vehicles,
2018,FTBCI,Diesel,Heavy Goods Vehicles,
2018,G.CPOWER,Diesel,Heavy Goods Vehicles,
2018,GIANNI FERRARI,Diesel,Heavy Goods Vehicles,
2018,GOLDEN DRAGON,Diesel,Heavy Goods Vehicles,
2018,GREEN MACHINE,Diesel,Heavy Goods Vehicles,
2018,GROVE,Diesel,Heavy Goods Vehicles,
2018,GUANGTAI,Diesel,Heavy Goods Vehicles,
2018,HAMM,Diesel,Heavy Goods Vehicles,5
2018,HANGFU,Others,Heavy Goods Vehicles,1
2018,HC,Diesel,Heavy Goods Vehicles,
2018,HC,Others,Heavy Goods Vehicles,1
2018,HCF,Diesel,Heavy Goods Vehicles,
2018,HELI,Diesel,Heavy Goods Vehicles,
2018,HIGER,Diesel,Heavy Goods Vehicles,
2018,HINO,Diesel,Heavy Goods Vehicles,524
2018,HOLDING,Diesel,Heavy Goods Vehicles,
2018,HYSTER,Diesel,Heavy Goods Vehicles,
2018,HYUNDAI,Diesel,Heavy Goods Vehicles,2
2018,ISUZU,Diesel,Heavy Goods Vehicles,511
2018,IVECO,Diesel,Heavy Goods Vehicles,
2018,J.C.B.,Diesel,Heavy Goods Vehicles,
2018,JAC,Diesel,Heavy Goods Vehicles,2
2018,JEEP,Diesel,Heavy Goods Vehicles,
2018,JJCC,Diesel,Heavy Goods Vehicles,
2018,JOHN DEERE,Diesel,Heavy Goods Vehicles,1
2018,JOYLONG,Diesel,Heavy Goods Vehicles,
2018,JUNGHEINRICH,Diesel,Heavy Goods Vehicles,1
2018,KALMAR,Diesel,Heavy Goods Vehicles,
2018,KARCHER,Diesel,Heavy Goods Vehicles,
2018,KIA,Diesel,Heavy Goods Vehicles,
2018,KING LONG,Diesel,Heavy Goods Vehicles,
2018,KOMATSU,Diesel,Heavy Goods Vehicles,
2018,KUBOTA,Diesel,Heavy Goods Vehicles,1
2018,LAND ROVER,Diesel,Heavy Goods Vehicles,
2018,LEKTRO,Others,Heavy Goods Vehicles,1
2018,LIEBHERR,Diesel,Heavy Goods Vehicles,
2018,LINDE,Diesel,Heavy Goods Vehicles,
2018,LINDE,Others,Heavy Goods Vehicles,
2018,MAN,Diesel,Heavy Goods Vehicles,3
2018,MANITOU,Diesel,Heavy Goods Vehicles,
2018,MAXIMAL,Diesel,Heavy Goods Vehicles,
2018,MAXUS,Diesel,Heavy Goods Vehicles,
2018,MERCEDES BENZ,Petrol,Heavy Goods Vehicles,
2018,MERCEDES BENZ,Diesel,Heavy Goods Vehicles,44
2018,MITSUBISHI,Diesel,Heavy Goods Vehicles,663
2018,MITSUBISHI,Others,Heavy Goods Vehicles,
2018,MITSUOKA,Petrol,Heavy Goods Vehicles,
2018,NEW HOLLAND,Diesel,Heavy Goods Vehicles,
2018,NICHIYU,Others,Heavy Goods Vehicles,
2018,NILFISK,Diesel,Heavy Goods Vehicles,
2018,NISSAN,Petrol,Heavy Goods Vehicles,
2018,NISSAN,Diesel,Heavy Goods Vehicles,
2018,NISSAN,Others,Heavy Goods Vehicles,
2018,OPEL,Diesel,Heavy Goods Vehicles,
2018,PEUGEOT,Diesel,Heavy Goods Vehicles,
2018,RENAULT,Petrol,Heavy Goods Vehicles,
2018,RENAULT,Diesel,Heavy Goods Vehicles,
2018,RENAULT,Others,Heavy Goods Vehicles,
2018,ROSENBAUER,Diesel,Heavy Goods Vehicles,
2018,ROYAL,Diesel,Heavy Goods Vehicles,
2018,SAKAI,Diesel,Heavy Goods Vehicles,16
2018,SC NEUSTAR,Diesel,Heavy Goods Vehicles,
2018,SCANIA,Diesel,Heavy Goods Vehicles,
2018,SCHEUERLE,Diesel,Heavy Goods Vehicles,
2018,SCHOPF,Diesel,Heavy Goods Vehicles,
2018,SHACMAN,Diesel,Heavy Goods Vehicles,
2018,SSANGYONG,Diesel,Heavy Goods Vehicles,
2018,STILL,Others,Heavy Goods Vehicles,
2018,SUZUKI,Petrol,Heavy Goods Vehicles,
2018,T.C.M.,Diesel,Heavy Goods Vehicles,10
2018,T.C.M.,Others,Heavy Goods Vehicles,1
2018,TADANO FAUN,Diesel,Heavy Goods Vehicles,
2018,TAILIFT,Diesel,Heavy Goods Vehicles,
2018,TENNANT,Diesel,Heavy Goods Vehicles,
2018,TERBERG,Diesel,Heavy Goods Vehicles,
2018,TEREX,Diesel,Heavy Goods Vehicles,
2018,TLD,Diesel,Heavy Goods Vehicles,23
2018,TOYOTA,Petrol,Heavy Goods Vehicles,
2018,TOYOTA,Diesel,Heavy Goods Vehicles,401
2018,TOYOTA,Others,Heavy Goods Vehicles,46
2018,TREPEL,Diesel,Heavy Goods Vehicles,
2018,TUG,Diesel,Heavy Goods Vehicles,
2018,TUG MANUFACTURING,Petrol,Heavy Goods Vehicles,1
2018,UD TRUCKS,Diesel,Heavy Goods Vehicles,
2018,UNICARRIERS,Diesel,Heavy Goods Vehicles,7
2018,UNICARRIERS,Others,Heavy Goods Vehicles,
2018,VOGELE,Diesel,Heavy Goods Vehicles,2
2018,VOLKSWAGEN,Diesel,Heavy Goods Vehicles,
2018,VOLVO,Diesel,Heavy Goods Vehicles,11
2018,VOLVO,Others,Heavy Goods Vehicles,
2018,WIRTGEN,Diesel,Heavy Goods Vehicles,5
2018,XCMG,Diesel,Heavy Goods Vehicles,
2018,XUGONG,Diesel,Heavy Goods Vehicles,
2018,YALE,Diesel,Heavy Goods Vehicles,
2018,YALE,Others,Heavy Goods Vehicles,
2018,YUTONG,Diesel,Heavy Goods Vehicles,
2018,ZHONG TONG,Diesel,Heavy Goods Vehicles,
2018,ZOOMLION,Diesel,Heavy Goods Vehicles,
2018,ACHLEITNER,Diesel,Very Heavy Goods Vehicles,
2018,ALEXANDER DENNIS,Diesel,Very Heavy Goods Vehicles,
2018,AMMANN,Diesel,Very Heavy Goods Vehicles,
2018,ANKAI,Diesel,Very Heavy Goods Vehicles,
2018,BAOLI,Diesel,Very Heavy Goods Vehicles,
2018,BEIBEN,Diesel,Very Heavy Goods Vehicles,2
2018,BLISS FOX,Diesel,Very Heavy Goods Vehicles,1
2018,BOBCAT,Diesel,Very Heavy Goods Vehicles,
2018,BOMAG,Diesel,Very Heavy Goods Vehicles,
2018,BYD,Others,Very Heavy Goods Vehicles,
2018,CAMC,Diesel,Very Heavy Goods Vehicles,
2018,CATERPILLAR,Diesel,Very Heavy Goods Vehicles,3
2018,CHERY,Petrol,Very Heavy Goods Vehicles,
2018,CHERY,Diesel,Very Heavy Goods Vehicles,
2018,CIMC AIR MARREL SAS,Diesel,Very Heavy Goods Vehicles,2
2018,CITROEN,Diesel,Very Heavy Goods Vehicles,
2018,COMAC,Diesel,Very Heavy Goods Vehicles,
2018,COMBILIFT,Diesel,Very Heavy Goods Vehicles,
2018,CROWN,Others,Very Heavy Goods Vehicles,
2018,CVS FERRARI,Diesel,Very Heavy Goods Vehicles,
2018,D.A.F.,Diesel,Very Heavy Goods Vehicles,15
2018,DAEWOO,Diesel,Very Heavy Goods Vehicles,
2018,DEMAG,Diesel,Very Heavy Goods Vehicles,
2018,DOOSAN,Diesel,Very Heavy Goods Vehicles,
2018,DULEVO,Diesel,Very Heavy Goods Vehicles,
2018,EVERLIFT,Diesel,Very Heavy Goods Vehicles,
2018,FIAT,Diesel,Very Heavy Goods Vehicles,
2018,FIMAP,Diesel,Very Heavy Goods Vehicles,
2018,FORD,Diesel,Very Heavy Goods Vehicles,
2018,FOTON,Diesel,Very Heavy Goods Vehicles,
2018,FTBCI,Diesel,Very Heavy Goods Vehicles,
2018,G.CPOWER,Diesel,Very Heavy Goods Vehicles,
2018,GIANNI FERRARI,Diesel,Very Heavy Goods Vehicles,
2018,GOLDEN DRAGON,Diesel,Very Heavy Goods Vehicles,
2018,GREEN MACHINE,Diesel,Very Heavy Goods Vehicles,
2018,GROVE,Diesel,Very Heavy Goods Vehicles,
2018,GUANGTAI,Diesel,Very Heavy Goods Vehicles,13
2018,HAMM,Diesel,Very Heavy Goods Vehicles,
2018,HANGFU,Others,Very Heavy Goods Vehicles,
2018,HC,Diesel,Very Heavy Goods Vehicles,
2018,HC,Others,Very Heavy Goods Vehicles,
2018,HCF,Diesel,Very Heavy Goods Vehicles,
2018,HELI,Diesel,Very Heavy Goods Vehicles,
2018,HIGER,Diesel,Very Heavy Goods Vehicles,
2018,HINO,Diesel,Very Heavy Goods Vehicles,96
2018,HOLDING,Diesel,Very Heavy Goods Vehicles,
2018,HYSTER,Diesel,Very Heavy Goods Vehicles,
2018,HYUNDAI,Diesel,Very Heavy Goods Vehicles,1
2018,ISUZU,Diesel,Very Heavy Goods Vehicles,49
2018,IVECO,Diesel,Very Heavy Goods Vehicles,
2018,J.C.B.,Diesel,Very Heavy Goods Vehicles,
2018,JAC,Diesel,Very Heavy Goods Vehicles,1
2018,JEEP,Diesel,Very Heavy Goods Vehicles,
2018,JJCC,Diesel,Very Heavy Goods Vehicles,
2018,JOHN DEERE,Diesel,Very Heavy Goods Vehicles,
2018,JOYLONG,Diesel,Very Heavy Goods Vehicles,
2018,JUNGHEINRICH,Diesel,Very Heavy Goods Vehicles,
2018,KALMAR,Diesel,Very Heavy Goods Vehicles,1
2018,KARCHER,Diesel,Very Heavy Goods Vehicles,
2018,KIA,Diesel,Very Heavy Goods Vehicles,
2018,KING LONG,Diesel,Very Heavy Goods Vehicles,
2018,KOMATSU,Diesel,Very Heavy Goods Vehicles,
2018,KUBOTA,Diesel,Very Heavy Goods Vehicles,
2018,LAND ROVER,Diesel,Very Heavy Goods Vehicles,
2018,LEKTRO,Others,Very Heavy Goods Vehicles,
2018,LIEBHERR,Diesel,Very Heavy Goods Vehicles,
2018,LINDE,Diesel,Very Heavy Goods Vehicles,
2018,LINDE,Others,Very Heavy Goods Vehicles,
2018,MAN,Diesel,Very Heavy Goods Vehicles,83
2018,MANITOU,Diesel,Very Heavy Goods Vehicles,
2018,MAXIMAL,Diesel,Very Heavy Goods Vehicles,
2018,MAXUS,Diesel,Very Heavy Goods Vehicles,
2018,MERCEDES BENZ,Petrol,Very Heavy Goods Vehicles,
2018,MERCEDES BENZ,Diesel,Very Heavy Goods Vehicles,76
2018,MITSUBISHI,Diesel,Very Heavy Goods Vehicles,110
2018,MITSUBISHI,Others,Very Heavy Goods Vehicles,
2018,MITSUOKA,Petrol,Very Heavy Goods Vehicles,
2018,NEW HOLLAND,Diesel,Very Heavy Goods Vehicles,
2018,NICHIYU,Others,Very Heavy Goods Vehicles,
2018,NILFISK,Diesel,Very Heavy Goods Vehicles,
2018,NISSAN,Petrol,Very Heavy Goods Vehicles,
2018,NISSAN,Diesel,Very Heavy Goods Vehicles,
2018,NISSAN,Others,Very Heavy Goods Vehicles,
2018,OPEL,Diesel,Very Heavy Goods Vehicles,
2018,PEUGEOT,Diesel,Very Heavy Goods Vehicles,
2018,RENAULT,Petrol,Very Heavy Goods Vehicles,
2018,RENAULT,Diesel,Very Heavy Goods Vehicles,
2018,RENAULT,Others,Very Heavy Goods Vehicles,
2018,ROSENBAUER,Diesel,Very Heavy Goods Vehicles,4
2018,ROYAL,Diesel,Very Heavy Goods Vehicles,
2018,SAKAI,Diesel,Very Heavy Goods Vehicles,
2018,SC NEUSTAR,Diesel,Very Heavy Goods Vehicles,
2018,SCANIA,Diesel,Very Heavy Goods Vehicles,113
2018,SCHEUERLE,Diesel,Very Heavy Goods Vehicles,
2018,SCHOPF,Diesel,Very Heavy Goods Vehicles,
2018,SHACMAN,Diesel,Very Heavy Goods Vehicles,
2018,SSANGYONG,Diesel,Very Heavy Goods Vehicles,
2018,STILL,Others,Very Heavy Goods Vehicles,
2018,SUZUKI,Petrol,Very Heavy Goods Vehicles,
2018,T.C.M.,Diesel,Very Heavy Goods Vehicles,8
2018,T.C.M.,Others,Very Heavy Goods Vehicles,
2018,TADANO FAUN,Diesel,Very Heavy Goods Vehicles,2
2018,TAILIFT,Diesel,Very Heavy Goods Vehicles,
2018,TENNANT,Diesel,Very Heavy Goods Vehicles,
2018,TERBERG,Diesel,Very Heavy Goods Vehicles,1
2018,TEREX,Diesel,Very Heavy Goods Vehicles,
2018,TLD,Diesel,Very Heavy Goods Vehicles,
2018,TOYOTA,Petrol,Very Heavy Goods Vehicles,
2018,TOYOTA,Diesel,Very Heavy Goods Vehicles,7
2018,TOYOTA,Others,Very Heavy Goods Vehicles,
2018,TREPEL,Diesel,Very Heavy Goods Vehicles,
2018,TUG,Diesel,Very Heavy Goods Vehicles,
2018,TUG MANUFACTURING,Petrol,Very Heavy Goods Vehicles,
2018,UD TRUCKS,Diesel,Very Heavy Goods Vehicles,12
2018,UNICARRIERS,Diesel,Very Heavy Goods Vehicles,
2018,UNICARRIERS,Others,Very Heavy Goods Vehicles,
2018,VOGELE,Diesel,Very Heavy Goods Vehicles,4
2018,VOLKSWAGEN,Diesel,Very Heavy Goods Vehicles,
2018,VOLVO,Diesel,Very Heavy Goods Vehicles,69
2018,VOLVO,Others,Very Heavy Goods Vehicles,
2018,WIRTGEN,Diesel,Very Heavy Goods Vehicles,5
2018,XCMG,Diesel,Very Heavy Goods Vehicles,
2018,XUGONG,Diesel,Very Heavy Goods Vehicles,
2018,YALE,Diesel,Very Heavy Goods Vehicles,
2018,YALE,Others,Very Heavy Goods Vehicles,
2018,YUTONG,Diesel,Very Heavy Goods Vehicles,
2018,ZHONG TONG,Diesel,Very Heavy Goods Vehicles,
2018,ZOOMLION,Diesel,Very Heavy Goods Vehicles,
2018,ACHLEITNER,Diesel,Buses,
2018,ALEXANDER DENNIS,Diesel,Buses,
2018,AMMANN,Diesel,Buses,
2018,ANKAI,Diesel,Buses,
2018,BAOLI,Diesel,Buses,
2018,BEIBEN,Diesel,Buses,
2018,BLISS FOX,Diesel,Buses,
2018,BOBCAT,Diesel,Buses,
2018,BOMAG,Diesel,Buses,
2018,BYD,Others,Buses,2
2018,CAMC,Diesel,Buses,
2018,CATERPILLAR,Diesel,Buses,
2018,CHERY,Petrol,Buses,
2018,CHERY,Diesel,Buses,
2018,CIMC AIR MARREL SAS,Diesel,Buses,
2018,CITROEN,Diesel,Buses,1
2018,COMAC,Diesel,Buses,
2018,COMBILIFT,Diesel,Buses,
2018,CROWN,Others,Buses,
2018,CVS FERRARI,Diesel,Buses,
2018,D.A.F.,Diesel,Buses,
2018,DAEWOO,Diesel,Buses,
2018,DEMAG,Diesel,Buses,
2018,DOOSAN,Diesel,Buses,
2018,DULEVO,Diesel,Buses,
2018,EVERLIFT,Diesel,Buses,
2018,FIAT,Diesel,Buses,
2018,FIMAP,Diesel,Buses,
2018,FORD,Diesel,Buses,
2018,FOTON,Diesel,Buses,
2018,FTBCI,Diesel,Buses,2
2018,G.CPOWER,Diesel,Buses,
2018,GIANNI FERRARI,Diesel,Buses,
2018,GOLDEN DRAGON,Diesel,Buses,10
2018,GREEN MACHINE,Diesel,Buses,
2018,GROVE,Diesel,Buses,
2018,GUANGTAI,Diesel,Buses,
2018,HAMM,Diesel,Buses,
2018,HANGFU,Others,Buses,
2018,HC,Diesel,Buses,
2018,HC,Others,Buses,
2018,HCF,Diesel,Buses,
2018,HELI,Diesel,Buses,
2018,HIGER,Diesel,Buses,3
2018,HINO,Diesel,Buses,
2018,HOLDING,Diesel,Buses,
2018,HYSTER,Diesel,Buses,
2018,HYUNDAI,Diesel,Buses,6
2018,ISUZU,Diesel,Buses,1
2018,IVECO,Diesel,Buses,
2018,J.C.B.,Diesel,Buses,
2018,JAC,Diesel,Buses,
2018,JEEP,Diesel,Buses,
2018,JJCC,Diesel,Buses,
2018,JOHN DEERE,Diesel,Buses,
2018,JOYLONG,Diesel,Buses,
2018,JUNGHEINRICH,Diesel,Buses,
2018,KALMAR,Diesel,Buses,
2018,KARCHER,Diesel,Buses,
2018,KIA,Diesel,Buses,
2018,KING LONG,Diesel,Buses,4
2018,KOMATSU,Diesel,Buses,
2018,KUBOTA,Diesel,Buses,
2018,LAND ROVER,Diesel,Buses,
2018,LEKTRO,Others,Buses,
2018,LIEBHERR,Diesel,Buses,
2018,LINDE,Diesel,Buses,
2018,LINDE,Others,Buses,
2018,MAN,Diesel,Buses,219
2018,MANITOU,Diesel,Buses,
2018,MAXIMAL,Diesel,Buses,
2018,MAXUS,Diesel,Buses,
2018,MERCEDES BENZ,Petrol,Buses,
2018,MERCEDES BENZ,Diesel,Buses,47
2018,MITSUBISHI,Diesel,Buses,18
2018,MITSUBISHI,Others,Buses,
2018,MITSUOKA,Petrol,Buses,
2018,NEW HOLLAND,Diesel,Buses,
2018,NICHIYU,Others,Buses,
2018,NILFISK,Diesel,Buses,
2018,NISSAN,Petrol,Buses,
2018,NISSAN,Diesel,Buses,77
2018,NISSAN,Others,Buses,
2018,OPEL,Diesel,Buses,
2018,PEUGEOT,Diesel,Buses,1
2018,RENAULT,Petrol,Buses,
2018,RENAULT,Diesel,Buses,
2018,RENAULT,Others,Buses,
2018,ROSENBAUER,Diesel,Buses,
2018,ROYAL,Diesel,Buses,
2018,SAKAI,Diesel,Buses,
2018,SC NEUSTAR,Diesel,Buses,13
2018,SCANIA,Diesel,Buses,7
2018,SCHEUERLE,Diesel,Buses,
2018,SCHOPF,Diesel,Buses,
2018,SHACMAN,Diesel,Buses,
2018,SSANGYONG,Diesel,Buses,
2018,STILL,Others,Buses,
2018,SUZUKI,Petrol,Buses,
2018,T.C.M.,Diesel,Buses,
2018,T.C.M.,Others,Buses,
2018,TADANO FAUN,Diesel,Buses,
2018,TAILIFT,Diesel,Buses,
2018,TENNANT,Diesel,Buses,
2018,TERBERG,Diesel,Buses,
2018,TEREX,Diesel,Buses,
